sheng,shi,xian,xiangzhen,cun,geocodeAdd,lon,lat
江苏省,徐州市,睢宁县,高作镇,夏庙村,江苏省夏庙村,118.059701,33.890815
江苏省,徐州市,睢宁县,高作镇,张皮村,江苏省张皮村,119.873384,32.899452
江苏省,徐州市,睢宁县,凌城镇,城北村,江苏省城北村,120.5635007,32.4033359
江苏省,徐州市,睢宁县,凌城镇,杜沈村,江苏省杜沈村,118.149479,33.857008
江苏省,徐州市,睢宁县,凌城镇,凌城社区,江苏省凌城社区,118.1264683,33.8239324
江苏省,徐州市,睢宁县,凌城镇,民主社区,江苏省民主社区,119.816408,31.363873
江苏省,徐州市,睢宁县,凌城镇,张付村,江苏省张付村,118.0923349,33.8331844
江苏省,徐州市,睢宁县,邱集镇,倪庄村,江苏省倪庄村,119.436031,32.016849
江苏省,徐州市,睢宁县,邱集镇,仝海村,江苏省仝海村,NA,NA
江苏省,徐州市,睢宁县,邱集镇,王林社区,江苏省王林社区,NA,NA
江苏省,徐州市,睢宁县,沙集镇,蔡吴村,江苏省蔡吴村,118.121089,33.944079
江苏省,徐州市,睢宁县,沙集镇,大顾村,江苏省大顾村,NA,NA
江苏省,徐州市,睢宁县,沙集镇,丁陈村,江苏省丁陈村,118.093844,33.87946
江苏省,徐州市,睢宁县,沙集镇,东风村,江苏省东风村,118.152035,33.890225
江苏省,徐州市,睢宁县,沙集镇,和平社区,江苏省和平社区,117.1691007,34.270844
江苏省,徐州市,睢宁县,沙集镇,陆园村,江苏省陆园村,118.123378,33.932552
江苏省,徐州市,睢宁县,沙集镇,三丁村,江苏省三丁村,118.126904,33.871237
江苏省,徐州市,睢宁县,沙集镇,沙集社区,江苏省沙集社区,118.138871,33.896227
江苏省,徐州市,睢宁县,沙集镇,沙圩社区,江苏省沙圩社区,118.138161,33.883535
江苏省,徐州市,睢宁县,沙集镇,商湖村,江苏省商湖村,NA,NA
江苏省,徐州市,睢宁县,沙集镇,仝圩村,江苏省仝圩村,117.998269,33.941745
江苏省,徐州市,睢宁县,沙集镇,魏集村,江苏省魏集村,117.389844,34.230519
江苏省,徐州市,睢宁县,沙集镇,夏圩村,江苏省夏圩村,118.344746,33.718269
江苏省,徐州市,睢宁县,沙集镇,兴国村,江苏省兴国村,118.133259,33.921262
江苏省,徐州市,睢宁县,沙集镇,杨瓦村,江苏省杨瓦村,118.105491,33.878547
江苏省,徐州市,睢宁县,沙集镇,余圩村,江苏省余圩村,119.060071,33.893359
江苏省,徐州市,睢宁县,沙集镇,朱庙村,江苏省朱庙村,117.58413,34.27003699999999
江苏省,徐州市,睢宁县,睢城街道,八里社区,江苏省八里社区,117.21249,34.2975
江苏省,徐州市,睢宁县,睢城街道,东升社区,江苏省东升社区,119.504259,31.426656
江苏省,徐州市,睢宁县,睢城街道,三张社区,江苏省三张社区,120.299611,31.556865
江苏省,徐州市,睢宁县,睢城街道,周楼社区,江苏省周楼社区,118.0395172,34.5505696
江苏省,徐州市,新沂市,新安镇,新北村,江苏省新北村,120.440441,31.556366
江苏省,徐州市,新沂市,新安镇,新村,江苏省新村,118.5980993,31.8456106
江苏省,徐州市,新沂市,新安镇,新段村,江苏省新段村,118.309706,34.377078
江苏省,盐城市,东台市,五烈镇,广山村,江苏省广山村,120.190332,32.794048
江苏省,盐城市,亭湖区,南洋镇,青墩村,江苏省青墩村,118.997395,34.884713
江苏省,扬州市,广陵区,李典镇,新坝村,江苏省新坝村,120.397888,31.648499
江苏省,扬州市,邗江区,槐泗镇,酒甸村,江苏省酒甸村,119.445109,32.47853800000001
江苏省,扬州市,邗江区,西湖镇,金槐村,江苏省金槐村,119.379061,32.442804
江苏省,扬州市,仪征市,刘集镇,古井村,江苏省古井村,NA,NA
江苏省,镇江市,丹徒区,辛丰镇,黄墟村,江苏省黄墟村,119.515358,31.390053
江苏省,镇江市,丹阳市,皇塘镇,蒋墅村,江苏省蒋墅村,NA,NA
江苏省,镇江市,丹阳市,吕城镇,运河村,江苏省运河村,119.7889248,33.1401715
江苏省,镇江市,丹阳市,云阳镇,横塘村,江苏省横塘村,120.152615,31.875545
江苏省,镇江市,丹阳市,云阳镇,花园村,江苏省花园村,120.075005,31.573676
江西省,赣州市,南康区,龙岭镇,龙岭村,江西省龙岭村,114.795666,25.715257
江西省,景德镇市,昌江区,新枫街道,三河村,江西省三河村,117.197509,29.304945
江西省,九江市,庐山市,横塘镇,红星村,江西省红星村,114.982425,25.860139
江西省,南昌市,进贤县,李渡镇,大道社区,江西省大道社区,115.9121054,28.6556013
辽宁省,鞍山市,海城市,西柳镇,东柳社区,辽宁省东柳社区,122.5290376,41.9436543
辽宁省,鞍山市,海城市,中小镇,岳家社区,辽宁省岳家社区,122.5290376,41.9436543
辽宁省,鞍山市,海城市,中小镇,中小社区,辽宁省中小社区,122.5700079,40.889096
辽宁省,鞍山市,海城市,中小镇,朱家洼村,辽宁省朱家洼村,121.810722,42.137777
宁夏回族自治区,银川市,贺兰县,习岗镇,德胜村,宁夏回族自治区德胜村,106.2985303,38.52592730000001
山东省,滨州市,博兴县,城东街道,鲍庄村,山东省鲍庄村,115.724652,36.548395
山东省,滨州市,博兴县,城东街道,顾家村,山东省顾家村,118.180061,37.168717
山东省,滨州市,博兴县,城东街道,贤城村,山东省贤城村,118.19598,37.164517
山东省,滨州市,博兴县,湖滨镇,柳白村,山东省柳白村,118.164633,37.090308
山东省,滨州市,博兴县,湖滨镇,柳舒村,山东省柳舒村,118.158831,37.08643
山东省,滨州市,博兴县,锦秋街道,安柴村,山东省安柴村,118.143994,37.072274
山东省,滨州市,博兴县,锦秋街道,东风村,山东省东风村,117.9249002,35.8939566
山东省,滨州市,博兴县,锦秋街道,段家村,山东省段家村,121.623645,37.015732
山东省,滨州市,博兴县,锦秋街道,傅桥村,山东省傅桥村,118.297349,34.659521
山东省,滨州市,博兴县,锦秋街道,孟桥村,山东省孟桥村,118.117504,37.10653
山东省,滨州市,博兴县,锦秋街道,南陈家村,山东省南陈家村,119.879341,36.63828
山东省,滨州市,博兴县,锦秋街道,南河东村,山东省南河东村,118.433603,36.765248
山东省,滨州市,博兴县,锦秋街道,湾头村,山东省湾头村,120.085579,36.852828
山东省,滨州市,博兴县,锦秋街道,王圈村,山东省王圈村,118.084561,37.106213
山东省,滨州市,博兴县,锦秋街道,魏家村,山东省魏家村,117.801312,37.468245
山东省,滨州市,博兴县,锦秋街道,院庄村,山东省院庄村,118.330655,35.865198
山东省,滨州市,博兴县,锦秋街道,周陈村,山东省周陈村,NA,NA
山东省,滨州市,博兴县,兴福镇,李韩村,山东省李韩村,118.23403,37.039433
山东省,滨州市,博兴县,兴福镇,南吴村,山东省南吴村,118.221674,37.010877
山东省,滨州市,博兴县,兴福镇,兴四村,山东省兴四村,118.242906,37.032511
山东省,滨州市,博兴县,兴福镇,赵马村,山东省赵马村,118.23245,37.002074
山东省,滨州市,博兴县,兴福镇,赵赵村,山东省赵赵村,118.232648,36.990227
山东省,德州市,宁津县,张大庄镇,刘庄村,山东省刘庄村,117.357095,34.696481
山东省,德州市,宁津县,张大庄镇,清明寺村,山东省清明寺村,116.81716,37.778112
山东省,德州市,宁津县,张大庄镇,双碓村,山东省双碓村,116.811307,37.78701
山东省,菏泽市,曹县,安才楼镇,安才楼村,山东省安才楼村,115.680372,34.700917
山东省,菏泽市,曹县,安才楼镇,火神台村,山东省火神台村,115.638487,34.676928
山东省,菏泽市,曹县,安才楼镇,霍庄村,山东省霍庄村,115.666002,34.695085
山东省,菏泽市,曹县,安才楼镇,王堂村,山东省王堂村,116.229263,35.072423
山东省,菏泽市,曹县,安才楼镇,卫楼村,山东省卫楼村,115.253712,35.363128
山东省,菏泽市,曹县,安才楼镇,榆林集村,山东省榆林集村,115.663379,34.682237
山东省,菏泽市,曹县,大集镇,北街村,山东省北街村,115.587117,36.061114
山东省,菏泽市,曹县,大集镇,曹海村,山东省曹海村,116.00394,35.236421
山东省,菏泽市,曹县,大集镇,常庙村,山东省常庙村,115.610933,34.70326
山东省,菏泽市,曹县,大集镇,陈河村,山东省陈河村,120.394704,36.390355
山东省,菏泽市,曹县,大集镇,大寺村,山东省大寺村,118.891572,35.53272200000001
山东省,菏泽市,曹县,大集镇,丁楼村,山东省丁楼村,116.245326,35.742783
山东省,菏泽市,曹县,大集镇,东北街村,山东省东北街村,120.135327,36.535384
山东省,菏泽市,曹县,大集镇,东街村,山东省东街村,118.191713,35.284619
山东省,菏泽市,曹县,大集镇,付海村,山东省付海村,115.643432,34.697817
山东省,菏泽市,曹县,大集镇,葛楼村,山东省葛楼村,115.39364,35.805102
山东省,菏泽市,曹县,大集镇,胡楼村,山东省胡楼村,NA,NA
山东省,菏泽市,曹县,大集镇,胡庄村,山东省胡庄村,116.435823,36.240772
山东省,菏泽市,曹县,大集镇,花王楼村,山东省花王楼村,115.618018,34.763284
山东省,菏泽市,曹县,大集镇,李八庄村,山东省李八庄村,117.440895,36.782477
山东省,菏泽市,曹县,大集镇,李楼村,山东省李楼村,116.012067,35.872915
山东省,菏泽市,曹县,大集镇,刘楼村,山东省刘楼村,116.372543,35.735931
山东省,菏泽市,曹县,大集镇,南街村,山东省南街村,118.267756,34.753091
山东省,菏泽市,曹县,大集镇,任庄村,山东省任庄村,114.95681,35.17768100000001
山东省,菏泽市,曹县,大集镇,桑庄村,山东省桑庄村,116.805646,37.695168
山东省,菏泽市,曹县,大集镇,孙庄村,山东省孙庄村,NA,NA
山东省,菏泽市,曹县,大集镇,王庄村,山东省王庄村,115.448801,36.687448
山东省,菏泽市,曹县,大集镇,文昌阁村,山东省文昌阁村,115.648309,34.755773
山东省,菏泽市,曹县,大集镇,吴庄村,山东省吴庄村,118.279494,34.775608
山东省,菏泽市,曹县,大集镇,西街村,山东省西街村,117.631938,34.852544
山东省,菏泽市,曹县,大集镇,徐庄村,山东省徐庄村,NA,NA
山东省,菏泽市,曹县,大集镇,姚集村,山东省姚集村,NA,NA
山东省,菏泽市,曹县,大集镇,张庄村,山东省张庄村,117.9249002,35.8939566
山东省,菏泽市,曹县,梁堤头镇,梁东村,山东省梁东村,115.588465,34.653348
山东省,菏泽市,曹县,梁堤头镇,南柳村,山东省南柳村,122.326086,37.268176
山东省,菏泽市,曹县,梁堤头镇,夏庄村,山东省夏庄村,119.919941,36.572588
山东省,菏泽市,曹县,倪集镇,余楼村,山东省余楼村,115.451174,34.896808
山东省,菏泽市,曹县,普连集镇,钟口村,山东省钟口村,115.559361,34.912475
山东省,菏泽市,曹县,青菏街道,东常寨,山东省东常寨,115.648975,34.683952
山东省,菏泽市,曹县,青菏街道,隆华店村,山东省隆华店村,115.560541,34.902271
山东省,菏泽市,曹县,青菏街道,田油坊村,山东省田油坊村,115.567492,34.893009
山东省,菏泽市,曹县,阎店楼镇,刘集村,山东省刘集村,116.943974,37.722983
山东省,菏泽市,曹县,阎店楼镇,阎店楼村,山东省阎店楼村,NA,NA
山东省,菏泽市,曹县,阎店楼镇,杨双庙村,山东省杨双庙村,115.593126,34.700544
山东省,菏泽市,曹县,朱洪庙乡,文庄村,山东省文庄村,116.956826,36.591538
山东省,菏泽市,曹县,庄寨镇,丁寨村,山东省丁寨村,115.17747,35.183212
山东省,菏泽市,曹县,庄寨镇,冯寨村,山东省冯寨村,115.156407,34.996917
山东省,菏泽市,曹县,庄寨镇,邹庄村,山东省邹庄村,117.087844,35.402472
山东省,菏泽市,成武县,九女集镇,东张楼村,山东省东张楼村,116.29818,35.552968
山东省,菏泽市,成武县,永昌街道,大黄楼村,山东省大黄楼村,118.351229,34.59423
山东省,菏泽市,成武县,永昌街道,刘坊村,山东省刘坊村,117.829027,37.253472
山东省,菏泽市,单县,北城街道,广圣殿村,山东省广圣殿村,117.9249002,35.8939566
山东省,菏泽市,单县,谢集乡,南王庄村,山东省南王庄村,118.620786,35.70555
山东省,菏泽市,单县,园艺街道,张知楼村,山东省张知楼村,116.099758,34.77243
山东省,菏泽市,定陶区,张湾镇,湾子张村,山东省湾子张村,115.36548,35.062421
山东省,菏泽市,高新区,吕陵镇,李庄村,山东省李庄村,117.9249002,35.8939566
山东省,菏泽市,巨野县,独山镇,姚楼村,山东省姚楼村,115.91382,36.863617
山东省,菏泽市,鄄城县,大埝镇,家斜李村,山东省家斜李村,120.4246224,36.1588337
山东省,菏泽市,牡丹区,马岭岗镇,万乾村,山东省万乾村,115.382773,35.201711
山东省,菏泽市,郓城县,南赵楼镇,南赵楼村,山东省南赵楼村,115.922881,35.399781
山东省,菏泽市,郓城县,唐塔街道,西代庄村,山东省西代庄村,115.903889,35.613357
山东省,临沂市,费县,上冶镇,水湖村,山东省水湖村,117.921632,35.36108
山东省,临沂市,兰山区,兰山街道,八里屯村,山东省八里屯村,118.446549,34.883875
山东省,临沂市,临沭县,青云镇,白旄西居,山东省白旄西居,118.595252,35.011099
山东省,临沂市,临沭县,青云镇,东朱崔村,山东省东朱崔村,120.424783,37.06544
山东省,临沂市,临沭县,青云镇,金柳村,山东省金柳村,117.9249002,35.8939566
山东省,青岛市,即墨市,移风店镇,大欧村,山东省大欧村,120.189507,36.45608
山东省,青岛市,即墨市,移风店镇,七级东南村,山东省七级东南村,120.232426,36.485021
山东省,青岛市,胶州市,三里河街道,花园村,山东省花园村,117.519177,35.63843300000001
山东省,青岛市,平度市,新河镇,灰埠村,山东省灰埠村,119.711895,36.994409
山东省,日照市,莒县,阎庄镇,渚汀村,山东省渚汀村,118.837186,35.696663
山东省,泰安市,东平县,彭集街道,后亭村,山东省后亭村,117.9249002,35.8939566
山东省,泰安市,肥城市,边院镇,徐庙村,山东省徐庙村,116.930041,37.097368
山东省,泰安市,肥城市,石横镇,旅店村,山东省旅店村,116.598362,36.151355
山东省,泰安市,肥城市,新城街道,东尚里村,山东省东尚里村,116.732294,36.158513
山东省,泰安市,肥城市,新城街道,沙沟村,山东省沙沟村,120.419878,37.61307
山东省,泰安市,肥城市,新城街道,西尚里村,山东省西尚里村,116.726262,36.158618
山东省,泰安市,肥城市,仪阳街道,刘台村,山东省刘台村,117.276654,37.15434
山东省,泰安市,新泰市,青云街道,西西周南村,山东省西西周南村,117.728753,35.927857
山东省,威海市,环翠区,张村镇,张村,山东省张村,122.038172,37.483087
山东省,潍坊市,高密市,经济开发区,张鲁寺村,山东省张鲁寺村,119.87962,36.389924
山东省,烟台市,龙口市,东江街道,南山村,山东省南山村,119.294434,35.498338
山东省,烟台市,栖霞市,蛇窝泊镇,荷叶村,山东省荷叶村,120.883111,37.138302
四川省,成都市,郫县,安靖镇,林湾村,四川省林湾村,103.994972,30.757716
四川省,成都市,郫县,安靖镇,土地村,四川省土地村,104.032046,30.755492
四川省,成都市,郫县,安靖镇,雍渡村,四川省雍渡村,104.031055,30.749377
天津,天津市,北辰区,小淀镇,刘安庄村,天津刘安庄村,117.193402,39.241544
天津,天津市,静海区,蔡公庄镇,四党口中村,天津四党口中村,117.123569,38.758439
天津,天津市,静海区,子牙镇,潘庄子村,天津潘庄子村,117.395515,39.930082
天津,天津市,静海区,子牙镇,子牙村,天津子牙村,NA,NA
天津,天津市,武清区,王庆坨镇,一街村,天津一街村,116.941855,39.243861
云南省,大理白族自治州,鹤庆县,草海镇,新华村,云南省新华村,100.038385,26.533609
浙江省,杭州市,富阳市,富春街道,春华村,浙江省春华村,119.900033,30.043952
浙江省,杭州市,富阳市,富春街道,秋丰村,浙江省秋丰村,119.924255,30.047479
浙江省,杭州市,建德市,杨村桥镇,杨村,浙江省杨村,119.435819,29.565403
浙江省,杭州市,临安市,昌化镇,白牛村,浙江省白牛村,119.171442,30.181076
浙江省,杭州市,临安市,昌化镇,后营村,浙江省后营村,NA,NA
浙江省,杭州市,临安市,昌化镇,西街村,浙江省西街村,120.795013,29.447038
浙江省,杭州市,临安市,岛石镇,岛石村,浙江省岛石村,118.951622,30.289546
浙江省,杭州市,临安市,岛石镇,江川村,浙江省江川村,118.974236,30.28861
浙江省,杭州市,临安市,岛石镇,仁里村,浙江省仁里村,118.895181,30.288375
浙江省,杭州市,临安市,高虹镇,崇阳村,浙江省崇阳村,119.703918,30.287897
浙江省,杭州市,临安市,高虹镇,高乐村,浙江省高乐村,119.724111,30.317961
浙江省,杭州市,临安市,高虹镇,虹桥村,浙江省虹桥村,121.684364,29.944484
浙江省,杭州市,临安市,锦北街道,平山村,浙江省平山村,119.726376,30.263077
浙江省,杭州市,临安市,龙岗镇,无他村,浙江省无他村,119.07811,30.153637
浙江省,杭州市,临安市,龙岗镇,新溪新村,浙江省新溪新村,119.078506,30.165736
浙江省,杭州市,临安市,龙岗镇,兴龙村,浙江省兴龙村,119.140115,30.164312
浙江省,杭州市,临安市,清凉峰镇,湖门村,浙江省湖门村,120.047737,29.395591
浙江省,杭州市,临安市,清凉峰镇,马啸村,浙江省马啸村,118.957226,30.161973
浙江省,杭州市,临安市,清凉峰镇,新都村,浙江省新都村,NA,NA
浙江省,杭州市,临安市,清凉峰镇,玉屏村,浙江省玉屏村,NA,NA
浙江省,杭州市,临安市,天目山镇,对石村,浙江省对石村,119.448331,30.186948
浙江省,杭州市,临安市,天目山镇,周云村,浙江省周云村,120.5833232,27.7894184
浙江省,杭州市,临安市,於潜镇,下埠村,浙江省下埠村,120.66162,27.752648
浙江省,杭州市,临安市,於潜镇,杨洪村,浙江省杨洪村,NA,NA
浙江省,杭州市,临安市,於潜镇,自由村,浙江省自由村,119.399178,30.187117
浙江省,杭州市,桐庐县,分水镇,东溪村,浙江省东溪村,121.857482,29.339164
浙江省,杭州市,桐庐县,横村镇,方埠村,浙江省方埠村,119.613436,29.862952
浙江省,杭州市,桐庐县,横村镇,横村,浙江省横村,NA,NA
浙江省,杭州市,西湖区,西湖街道,梅家坞村,浙江省梅家坞村,120.086899,30.202623
浙江省,杭州市,萧山区,瓜沥镇,永联村,浙江省永联村,120.477118,30.178807
浙江省,杭州市,萧山区,南阳街道,横蓬村,浙江省横蓬村,120.454919,30.260917
浙江省,杭州市,萧山区,宁围镇,二桥村,浙江省二桥村,120.29448,30.23547099999999
浙江省,杭州市,萧山区,宁围镇,丰北村,浙江省丰北村,120.255649,30.230771
浙江省,杭州市,萧山区,宁围镇,宁牧村,浙江省宁牧村,120.285548,30.219581
浙江省,杭州市,萧山区,宁围镇,宁新村,浙江省宁新村,120.292812,30.222376
浙江省,杭州市,萧山区,宁围镇,顺坝村,浙江省顺坝村,120.294009,30.268749
浙江省,杭州市,萧山区,宁围镇,新安村,浙江省新安村,120.321599,30.414009
浙江省,杭州市,萧山区,宁围镇,新华村,浙江省新华村,NA,NA
浙江省,杭州市,萧山区,宁围镇,盈二村,浙江省盈二村,120.268957,30.24626
浙江省,杭州市,萧山区,闻堰镇,黄山村,浙江省黄山村,120.163281,30.135773
浙江省,杭州市,萧山区,闻堰镇,山河村,浙江省山河村,NA,NA
浙江省,杭州市,萧山区,闻堰镇,长安村,浙江省长安村,120.174775,30.147678
浙江省,杭州市,萧山区,新街镇,盛乐村,浙江省盛乐村,120.308835,30.213314
浙江省,杭州市,萧山区,新街镇,同兴村,浙江省同兴村,121.065163,27.848316
浙江省,杭州市,萧山区,新街镇,新盛村,浙江省新盛村,120.304577,30.203563
浙江省,杭州市,萧山区,新街镇,元沙村,浙江省元沙村,120.35851,30.177633
浙江省,杭州市,萧山区,益农镇,众力村,浙江省众力村,120.553428,30.171573
浙江省,杭州市,余杭区,良渚街道,勾庄村,浙江省勾庄村,120.084277,30.348907
浙江省,杭州市,余杭区,良渚街道,行宫塘村,浙江省行宫塘村,NA,NA
浙江省,杭州市,余杭区,良渚街道,南庄兜村,浙江省南庄兜村,120.119166,30.384472
浙江省,杭州市,余杭区,良渚街道,西塘河村,浙江省西塘河村,120.891293,30.938787
浙江省,杭州市,余杭区,良渚街道,运河村,浙江省运河村,119.7889248,29.1416432
浙江省,杭州市,余杭区,瓶窑镇,凤都村,浙江省凤都村,NA,NA
浙江省,杭州市,余杭区,乔司街道,朝阳村,浙江省朝阳村,120.895513,28.061375
浙江省,杭州市,余杭区,乔司街道,方桥村,浙江省方桥村,121.454806,29.766316
浙江省,杭州市,余杭区,乔司街道,葛家车村,浙江省葛家车村,120.260603,30.349924
浙江省,杭州市,余杭区,乔司街道,和睦桥村,浙江省和睦桥村,NA,NA
浙江省,杭州市,余杭区,乔司街道,良熟村,浙江省良熟村,120.277418,30.381631
浙江省,杭州市,余杭区,乔司街道,三角村,浙江省三角村,120.284321,30.33095399999999
浙江省,杭州市,余杭区,乔司街道,吴家村,浙江省吴家村,121.097572,28.72503399999999
浙江省,杭州市,余杭区,乔司街道,五星村,浙江省五星村,121.172464,30.103873
浙江省,杭州市,余杭区,乔司街道,永和村,浙江省永和村,120.032092,29.243332
浙江省,杭州市,余杭区,乔司街道,永西村,浙江省永西村,120.273111,30.364795
浙江省,杭州市,余杭区,仁和街道,云会村,浙江省云会村,120.094146,30.41685
浙江省,杭州市,余杭区,运河街道,兴旺村,浙江省兴旺村,120.299502,30.474722
浙江省,湖州市,安吉县,递铺镇,万亩村,浙江省万亩村,119.649344,30.636576
浙江省,湖州市,安吉县,杭垓镇,松坑村,浙江省松坑村,119.350089,27.622134
浙江省,湖州市,安吉县,梅溪镇,晓墅村,浙江省晓墅村,119.780374,30.782218
浙江省,湖州市,安吉县,天荒坪镇,白水湾村,浙江省白水湾村,119.648619,30.566972
浙江省,湖州市,吴兴区,八里店镇,前村,浙江省前村,120.965496,28.03814
浙江省,湖州市,吴兴区,八里店镇,西山村,浙江省西山村,120.044973,27.651727
浙江省,湖州市,吴兴区,织里镇,大港村,浙江省大港村,120.858411,28.024915
浙江省,湖州市,吴兴区,织里镇,大河村,浙江省大河村,120.238283,30.861968
浙江省,湖州市,吴兴区,织里镇,河西村,浙江省河西村,NA,NA
浙江省,湖州市,吴兴区,织里镇,凌家汇村,浙江省凌家汇村,120.243221,30.884981
浙江省,湖州市,吴兴区,织里镇,秦家港村,浙江省秦家港村,NA,NA
浙江省,湖州市,吴兴区,织里镇,轧村,浙江省轧村,120.316043,30.877529
浙江省,湖州市,长兴县,太湖街道,杨湾村,浙江省杨湾村,119.698672,30.939397
浙江省,嘉兴市,海宁市,马桥街道,柏士村,浙江省柏士村,120.666009,30.466006
浙江省,嘉兴市,海宁市,马桥街道,先锋村,浙江省先锋村,121.756324,29.877727
浙江省,嘉兴市,海宁市,斜桥镇,华丰村,浙江省华丰村,120.629121,30.487912
浙江省,嘉兴市,海宁市,斜桥镇,庆云村,浙江省庆云村,120.614563,30.484567
浙江省,嘉兴市,海宁市,斜桥镇,三联村,浙江省三联村,121.297955,28.228257
浙江省,嘉兴市,海宁市,许村镇,前进村,浙江省前进村,121.71722,29.935356
浙江省,嘉兴市,海宁市,许村镇,许巷村,浙江省许巷村,120.339958,30.388038
浙江省,嘉兴市,海宁市,许村镇,永福村,浙江省永福村,120.800473,27.87736
浙江省,嘉兴市,海宁市,盐官镇,丰士村,浙江省丰士村,120.590161,30.438673
浙江省,嘉兴市,海宁市,盐官镇,郭店村,浙江省郭店村,120.548314,30.467492
浙江省,嘉兴市,海宁市,袁花镇,谈桥村,浙江省谈桥村,120.763917,30.45013999999999
浙江省,嘉兴市,海宁市,长安镇,老庄村,浙江省老庄村,120.445085,30.431777
浙江省,嘉兴市,海宁市,长安镇,盐仓村,浙江省盐仓村,120.426337,30.393734
浙江省,嘉兴市,海盐县,百步镇,横港村,浙江省横港村,120.51526,30.706625
浙江省,嘉兴市,海盐县,百步镇,五丰村,浙江省五丰村,120.057834,29.506479
浙江省,嘉兴市,海盐县,澉浦镇,六里村,浙江省六里村,120.853985,30.403725
浙江省,嘉兴市,嘉善县,西塘镇,大舜村,浙江省大舜村,120.894766,30.966093
浙江省,嘉兴市,平湖市,当湖街道,庆丰新村,浙江省庆丰新村,120.126148,30.270194
浙江省,嘉兴市,平湖市,当湖街道,三港村,浙江省三港村,119.643206,28.558417
浙江省,嘉兴市,平湖市,独山港镇,周圩村,浙江省周圩村,121.107049,30.724378
浙江省,嘉兴市,平湖市,广陈镇,前港村,浙江省前港村,121.080973,30.752896
浙江省,嘉兴市,平湖市,新埭镇,大齐塘村,浙江省大齐塘村,121.046301,30.775093
浙江省,嘉兴市,平湖市,新埭镇,鱼圻塘村,浙江省鱼圻塘村,121.106895,30.782257
浙江省,嘉兴市,桐乡市,崇福镇,城郊村,浙江省城郊村,121.293163,28.215176
浙江省,嘉兴市,桐乡市,崇福镇,东安村,浙江省东安村,120.30642,30.415739
浙江省,嘉兴市,桐乡市,崇福镇,上市村,浙江省上市村,120.409886,30.497246
浙江省,嘉兴市,桐乡市,濮院镇,红星新村,浙江省红星新村,119.567637,28.104001
浙江省,嘉兴市,桐乡市,濮院镇,宏苑新村,浙江省宏苑新村,119.7889248,29.1416432
浙江省,嘉兴市,桐乡市,濮院镇,会龙新村,浙江省会龙新村,119.7889248,29.1416432
浙江省,嘉兴市,桐乡市,濮院镇,金龙村,浙江省金龙村,118.697495,28.646674
浙江省,嘉兴市,桐乡市,濮院镇,联新村,浙江省联新村,120.876266,30.065307
浙江省,嘉兴市,桐乡市,濮院镇,新濮村,浙江省新濮村,120.619235,30.688847
浙江省,嘉兴市,桐乡市,濮院镇,新星村,浙江省新星村,120.091598,30.3221
浙江省,嘉兴市,桐乡市,濮院镇,兴乐新村,浙江省兴乐新村,120.691291,28.005531
浙江省,嘉兴市,桐乡市,濮院镇,叙星新村,浙江省叙星新村,119.7889248,29.1416432
浙江省,嘉兴市,桐乡市,濮院镇,永宏新村,浙江省永宏新村,120.550185,30.3041
浙江省,嘉兴市,桐乡市,濮院镇,永联村,浙江省永联村,120.477118,30.178807
浙江省,嘉兴市,桐乡市,濮院镇,永越村,浙江省永越村,120.626225,30.660081
浙江省,嘉兴市,桐乡市,石门镇,羔羊村,浙江省羔羊村,120.424766,30.584646
浙江省,嘉兴市,桐乡市,洲泉镇,青石村,浙江省青石村,120.392812,30.57859
浙江省,嘉兴市,桐乡市,洲泉镇,义马村,浙江省义马村,120.32652,30.545445
浙江省,嘉兴市,秀洲区,洪合镇,良三村,浙江省良三村,120.630994,30.700941
浙江省,金华市,东阳市,歌山镇,西宅村,浙江省西宅村,119.586166,29.136934
浙江省,金华市,东阳市,南马镇,东湖村,浙江省东湖村,120.436836,30.147606
浙江省,金华市,东阳市,南马镇,防军村,浙江省防军村,120.253611,29.063471
浙江省,金华市,东阳市,南马镇,花园村,浙江省花园村,120.214161,29.12267
浙江省,金华市,东阳市,南马镇,南湖村,浙江省南湖村,120.25448,29.044888
浙江省,金华市,金东区,孝顺镇,低田村,浙江省低田村,119.927568,29.177418
浙江省,金华市,兰溪市,梅江镇,墩头村,浙江省墩头村,NA,NA
浙江省,金华市,浦江县,浦南街道,潘宅村,浙江省潘宅村,120.475525,27.997682
浙江省,金华市,浦江县,浦南街道,石埠头村,浙江省石埠头村,120.459337,28.181141
浙江省,金华市,武义县,白洋街道,牛背金村,浙江省牛背金村,119.871911,28.921053
浙江省,金华市,武义县,桐琴镇,东干村,浙江省东干村,121.094133,30.170046
浙江省,金华市,武义县,桐琴镇,东山村,浙江省东山村,120.915512,28.88823799999999
浙江省,金华市,武义县,桐琴镇,楼王村,浙江省楼王村,119.935088,28.857352
浙江省,金华市,婺城区,苏孟乡,江家村,浙江省江家村,120.950031,30.78856699999999
浙江省,金华市,义乌市,城西街道,夏演村,浙江省夏演村,119.970978,29.296602
浙江省,金华市,义乌市,城西街道,益公山村,浙江省益公山村,NA,NA
浙江省,金华市,义乌市,稠城街道,东前王村,浙江省东前王村,120.120389,29.327645
浙江省,金华市,义乌市,稠城街道,荷叶塘村,浙江省荷叶塘村,120.11315,29.37083
浙江省,金华市,义乌市,稠城街道,江北下朱村,浙江省江北下朱村,120.129756,29.327963
